,link,name,rating,address,services,payment,atmosphere,spoken_lang
28,https://eatigo.com/sg/singapore/en/r/spices-cafe-concorde-hotel-5006598,Spices Cafe @ Concorde Hotel,4.2 Stars,"['100 Orchard Road, Singapore 238840']","['Accept Credit Cards', 'WiFi', 'parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'Diners', 'NETS']",['Hotel'],['English']
29,https://eatigo.com/sg/singapore/en/r/spizza-balmoral-plaza-815,Spizza @ Balmoral Plaza,4.7 Stars,"['271 Bukit Timah Road, Balmoral Plaza, #01-09, Singapore 259708']",['parking (chargeable)'],"['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family']",['English']
30,https://eatigo.com/sg/singapore/en/r/spizza-jalan-kayu-813,Spizza @ Jalan Kayu,4.8 Stars,"['269 Jalan Kayu, Singapore 799497']",['parking (chargeable)'],"['Master Card', 'Visa', 'NETS']",['Casual Dining'],['English']
31,https://eatigo.com/sg/singapore/en/r/squisito-5006536,Squisito,4.3 Stars,"['28 Bali Lane, Singapore 189864']","['WiFi', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'Business Meetings', 'Family Friendly', 'Kids Friendly']","['English', 'Malay']"
32,https://eatigo.com/sg/singapore/en/r/stickies-bar-aljunied-5007668,Stickies Bar @ Aljunied,4 Stars,"['71 Lorong 23 Geylang, #01-01, Singapore 388386']","['Accept Credit Cards', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['After Work Drinks', 'Large Parties (>12)', 'Al Fresco']","['English', 'Chinese']"
33,https://eatigo.com/sg/singapore/en/r/stickies-bar-keng-cheow-3012,Stickies Bar @ Keng Cheow,4 Stars,"['11 Keng Cheow St, #01-10, Singapore 059608 ']","['WiFi', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks']","['English', 'Chinese']"
34,https://eatigo.com/sg/singapore/en/r/stickies-bar-sunset-lane-3013,Stickies Bar @ Sunset Lane,4.4 Stars,"['106 Clementi Street 12, #01-50 Singapore 120106 ']",['WiFi'],"['Master Card', 'Visa', 'NETS']","['After Work Drinks', 'Al Fresco']",['English']
35,https://eatigo.com/sg/singapore/en/r/stickies-bar-tagore-lane-3479,Stickies Bar @ Tagore Lane,4.2 Stars,"['50 Tagore Lane, #05-07 EBC Lifestyle Hub, Singapore 787494']","['WiFi', 'parking (chargeable)']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Large Parties (>12)']","['English', 'Chinese']"
36,https://eatigo.com/sg/singapore/en/r/stirling-steaks-115-east-coast-road-5007107,Stirling Steaks @ 115 East Coast Road,4.2 Stars,"['115 East Coast Road, Singapore 428804']","['Child Friendly', 'Air Conditioning', 'Indoor dining']","['Cash Only', 'NETS']","['Casual Dining', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
37,https://eatigo.com/sg/singapore/en/r/stirling-steaks-43-east-coast-road-5007109,Stirling Steaks @ 43 East Coast Road,3.9 Stars,"['43 East Coast Road, Singapore 428764']",['Air Conditioning'],['NETS'],"['Casual Dining', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
38,https://eatigo.com/sg/singapore/en/r/stirling-steaks-dempsey-5007105,Stirling Steaks @ Dempsey,3.3 Stars,"['7 Dempsey Road #01-04 (Lounge 7), Singapore 249671']","['parking (chargeable)', 'Air Conditioning']",['NETS'],"['Casual Dining', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
39,https://eatigo.com/sg/singapore/en/r/suage-3231,Suage,4.2 Stars,"['13 Stamford Road, Capitol Piazza #B2-53, Singapore 178905']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['Master Card', 'Visa']","['Casual Dining', 'Business Meetings', 'Family Friendly']",['English']
40,https://eatigo.com/sg/singapore/en/r/suki-ya-bukit-panjang-plaza-2254,Suki-Ya @ Bukit Panjang Plaza,4 Stars,"['1 Jelebu Road, #02-16 Bukit Panjang Plaza, Singapore 677743']",['Air Conditioning'],"['Master Card', 'Visa']","['Casual Dining', 'Family Friendly']",['English']
41,https://eatigo.com/sg/singapore/en/r/suki-ya-heartland-mall-kovan-520,Suki-Ya @ Heartland Mall Kovan,4.3 Stars,"['Blk 205 Hougang Street 21, Level 2, Singapore 530205']","['Accept Credit Cards', 'parking (chargeable)']","['Master Card', 'Visa']","['Casual Dining', 'Family Friendly']",['English']
42,https://eatigo.com/sg/singapore/en/r/suki-ya-kallang-wave-mall-1408,Suki-Ya @ Kallang Wave Mall,4.1 Stars,"['1 Stadium Place, #01-35 Kallang Wave Mall, Singapore 397628']","['Accept Credit Cards', 'parking (chargeable)']","['Master Card', 'Visa']","['Casual Dining', 'Family Friendly']",['English']
43,https://eatigo.com/sg/singapore/en/r/suki-ya-marina-square-635,Suki-Ya @ Marina Square,4 Stars,"['6 Raffles Boulevard, #02-183B/C, Marina Square, Singapore 039594']","['Accept Credit Cards', 'parking (chargeable)']","['Master Card', 'Visa']","['Casual Dining', 'Family Friendly']",['English']
44,https://eatigo.com/sg/singapore/en/r/suki-ya-safra-toa-payoh-5004507,Suki-Ya @ Safra Toa Payoh,4.2 Stars,['SAFRA Toa Payoh 293 Lor 6 Toa Payoh #01-04  Singapore 319387'],"['Parking', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly', 'Large Parties (>12)']","['English', 'Chinese']"
45,https://eatigo.com/sg/singapore/en/r/suki-ya-tampines-mall-521,Suki-Ya @ Tampines Mall,4.1 Stars,"['4 Tampines Central 5, #B1-02, Tampines Mall, Singapore 529510']","['Accept Credit Cards', 'parking (chargeable)']","['Master Card', 'Visa']","['Casual Dining', 'Family Friendly']",['English']
46,https://eatigo.com/sg/singapore/en/r/sunset-bar-poolside-restaurant-one-farrer-hotel-2664,Sunset Bar Poolside Restaurant @ One Farrer Hotel,4.4 Stars,"['1 Farrer Park Station Road, Singapore 217562']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'Wallet']","['Casual Dining', 'After Work Drinks', 'Family Friendly']",['English']
47,https://eatigo.com/sg/singapore/en/r/supreme-vege-hotel-royal-queens-5004443,Supreme Vege @ Hotel Royal Queens,4.6 Stars,"['Hotel Royal @ Queens, 12 Queen Street, #02-03 , Singapore 188553']","['WiFi', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'Cash Only', 'NETS']","['Casual Dining', 'Family Friendly', 'Private Functions']","['English', 'Malay', 'Chinese']"
48,https://eatigo.com/sg/singapore/en/r/szechuan-court-fairmont-singapore-1851,Szechuan Court @ Fairmont Singapore,3.7 Stars,"['80 Bras Basah Road, Singapore 189560']",['parking (chargeable)'],"['American Express', 'Master Card', 'Visa', 'Diners', 'Wallet']","['Family Friendly', 'Fine Dining', 'Quiet Dinner']",['English']
49,https://eatigo.com/sg/singapore/en/r/szechuan-kitchen-fairmont-singapore-5003576,Szechuan Kitchen @ Fairmont Singapore,3.8 Stars,"['80 Bras Basah Road, Fairmont Singapore , Singapore 189560']",['Air Conditioning'],"['American Express', 'Master Card', 'Visa', 'Diners']","['Casual Dining', 'Family Friendly']","['English', 'Chinese']"
