,link,name,rating,address,services,payment,atmosphere,spoken_lang
15,https://eatigo.com/sg/singapore/en/r/ramen-tenji-5004970,Ramen Tenji,4.3 Stars,"['Alexandra Retail Centre, 460 Alexandra Rd, #02-23 Singapore, 119963']","['WiFi', 'Air Conditioning']","['Master Card', 'Visa']","['Casual Dining', 'Family Friendly', 'Large Parties (>12)', 'Kids Friendly']","['English', 'Chinese']"
16,https://eatigo.com/sg/singapore/en/r/red-sparrow-authentic-vietnamese-5001832,Red Sparrow Authentic Vietnamese,4.5 Stars,"['11 Dempsey Rd, #01-18']","['WiFi', 'Parking', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly']",['English']
17,https://eatigo.com/sg/singapore/en/r/ricciotti-2923,Ricciotti,4.4 Stars,"['20 Upper Circular Rd, B1-49/50 The Riverwalk Singapore 058416']",['Air Conditioning'],"['Master Card', 'Visa']","['Romantic Dates', 'Family Friendly', 'Al Fresco']",['English']
18,https://eatigo.com/sg/singapore/en/r/river-wok-5005911,River Wok,4 Stars,"['80 Mohamed Sultan Road, The Pier, #01-12, Singapore 239013']","['Al fresco / Outdoor Seating', 'WiFi', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'Riverside', 'Private Functions']","['English', 'Malay', 'Tamil', 'Thai', 'Chinese']"
19,https://eatigo.com/sg/singapore/en/r/riverwalk-tandoor-farrer-park-2640,Riverwalk Tandoor @ Farrer Park,4 Stars,"['677 Rangoon Rd, Singapore 210677']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'Diners', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly']","['English', 'Malay', 'Tamil', 'Chinese']"
20,https://eatigo.com/sg/singapore/en/r/riverwalk-tandoor-upper-circular-road-2638,Riverwalk Tandoor @ Upper Circular Road,4.4 Stars,"['20 Upper Circular Rd, #B1-38 The Riverwalk, Singapore 058416']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly']","['English', 'Malay', 'Tamil', 'Chinese']"
21,https://eatigo.com/sg/singapore/en/r/rocku-yakiniku-1005,Rocku Yakiniku,3.8 Stars,"['201 Victoria Street, #04-06, Bugis +, Singapore 188067']",['parking (chargeable)'],"['Master Card', 'Visa']","['Business Meetings', 'City View']",['English']
22,https://eatigo.com/sg/singapore/en/r/rodizio-do-brazil-3232,Rodizio Do Brazil,3.3 Stars,"['BLK E, 3 River Valley Road, Clark Quay #01-07 Singapore 179024']",['parking (chargeable)'],"['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Al Fresco']","['English', 'Chinese']"
23,https://eatigo.com/sg/singapore/en/r/rong-hua-bak-kut-teh-fusionpolis-5001488,Rong Hua Bak Kut Teh @ Fusionpolis,4.4 Stars,"['1 Fusionopolis Way #B1-13, Singapore 138632']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'Business Meetings', 'Family Friendly', 'Quiet Dinner', 'Kids Friendly']","['English', 'Chinese']"
24,https://eatigo.com/sg/singapore/en/r/rong-hua-bak-kut-teh-marina-square-5001487,Rong Hua Bak Kut Teh @ Marina Square,4.4 Stars,"['6 Raffles Boulevard, #02-201, Marina Square, Singapore 039594']",['Air Conditioning'],"['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
25,https://eatigo.com/sg/singapore/en/r/roo-s-gastrobar-3132,Roo's Gastrobar,4 Stars,"['87 Frankel Avenue, Singapore 458215']","['WiFi', 'parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'Diners', 'Wallet', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly']",['English']
26,https://eatigo.com/sg/singapore/en/r/rookery-capital-tower-2420,Rookery @ Capital Tower,4.5 Stars,"['168 Robinson Road #01-08 Capital Tower, S068912']","['parking (chargeable)', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Business Meetings', 'After Work Drinks']",['English']
27,https://eatigo.com/sg/singapore/en/r/rookery-china-square-5007281,Rookery @ China Square,4.5 Stars,"['20 Cross Street #01-19, Singapore 048422']","['Live Band', 'Air Conditioning', 'Indoor dining']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly', 'Large Parties (>12)']","['English', 'Chinese']"
28,https://eatigo.com/sg/singapore/en/r/rookery-hong-leong-building-2422,Rookery @ Hong Leong Building,4.5 Stars,"['16 Raffles Quay, #01-02A Hong Leong Building S048581']","['parking (chargeable)', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Cozy', 'Casual Dining', 'Business Meetings', 'After Work Drinks']",['English']
29,https://eatigo.com/sg/singapore/en/r/rosso-vino-2455,Rosso Vino,4.6 Stars,['15 Merbau Road Singapore 239032'],"['WiFi', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Romantic Dates', 'Large Parties (>12)', 'Al Fresco']","['English', 'Italian']"
30,https://eatigo.com/sg/singapore/en/r/royal-palm-orchid-country-club-5005282,Royal Palm @ Orchid Country Club,3.7 Stars,"['1 Orchid Club Road, #01-21/22, Social Clubhouse, , Singapore 769162']","['Accept Credit Cards', 'Halal Certified Restaurant', 'Air Conditioning', 'Wheelchair Access']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Business Meetings', 'Large Parties (>12)', 'Al Fresco']","['English', 'Chinese']"
31,https://eatigo.com/sg/singapore/en/r/royale-mercure-singapore-bugis-1671,Royale @ Mercure Singapore Bugis,3.6 Stars,"['122 Middle Road, #03-01, Mercure Singapore Bugis, Singapore 188973']",['parking (chargeable)'],"['Master Card', 'Visa', 'NETS']",['Casual Dining'],['English']
32,https://eatigo.com/sg/singapore/en/r/sabio-by-the-sea-3270,Sabio by the Sea,4.7 Stars,"['31 Ocean Way, #01-02 Quayside Isle, Singapore 098375']",['parking (chargeable)'],"['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly', 'Al Fresco']",['English']
33,https://eatigo.com/sg/singapore/en/r/sage-restaurant-bar-5001515,Sage Restaurant & Bar,4 Stars,['175 Albert Street'],"['WiFi', 'parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'Romantic Dates', 'Quiet Dinner']","['English', 'Chinese (Simplified)']"
34,https://eatigo.com/sg/singapore/en/r/sahara-2922,Sahara,3.5 Stars,"['58 Boat Quay, Singapore 049847']","['WiFi', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'Romantic Dates', 'Al Fresco']","['English', 'Malay', 'Tamil', 'Chinese']"
35,https://eatigo.com/sg/singapore/en/r/san-guo-grilled-fish-5006091,San Guo Grilled Fish,4 Stars,"['273 Geylang Road, Singapore 389325']","['WiFi', 'Air Conditioning', 'Indoor dining']",['NETS'],"['Casual Dining', 'Family Friendly', 'All day dining']","['English', 'Chinese']"
36,https://eatigo.com/sg/singapore/en/r/sangeetha-bhavan-pure-veg-restaurant-rangoon-2403,Sangeetha Bhavan Pure Veg Restaurant @ Rangoon,4.1 Stars,"['79 Rangoon Road, Singapore 218366']",['Air Conditioning'],"['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly']","['English', 'Tamil']"
37,https://eatigo.com/sg/singapore/en/r/sarpino-s-hillv2-2414,Sarpino's @ HillV2,3.7 Stars,['4 hillview rise #01-03 Singapore 667979'],['Halal Certified Restaurant'],"['Master Card', 'Visa', 'NETS']",['Casual Dining'],['English']
38,https://eatigo.com/sg/singapore/en/r/sarpino-s-punggol-5003144,Sarpino's @ Punggol,3.4 Stars,"['168 Punggol Field, #01-02, Singapore 820168']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']",['Casual Dining'],['English']
39,https://eatigo.com/sg/singapore/en/r/sarpino-s-tampines-2406,Sarpino's @ Tampines,3.8 Stars,"['1A Tampines Street 92, Safra Tampines Clubhouse, Singapore 528882']","['Halal Certified Restaurant', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']",['Casual Dining'],['English']
40,https://eatigo.com/sg/singapore/en/r/sbagliato-5000845,Sbagliato,3.6 Stars,"[' 23 Pekin Street Inside Far East Square, Between Subway and Starbucks']","['WiFi', 'parking (chargeable)']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Al Fresco']","['English', 'Malay']"
41,https://eatigo.com/sg/singapore/en/r/scrambled-5003874,Scrambled,4.4 Stars,"['12 Gopeng Street #01-33/34 Icon Village,  Singapore 078877']","['parking (chargeable)', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Cozy', 'Casual Dining', 'After Work Drinks']",['English']
42,https://eatigo.com/sg/singapore/en/r/se7enth-at-oakwood-premier-amtd-singapore-2115,SE7ENTH at Oakwood Premier AMTD Singapore,4.4 Stars,['Oakwood Premier OUE Singapore 6 Shenton Way #07-01 OUE Downtown 1 Singapore 068809'],"['WiFi', 'Air Conditioning']","['American Express', 'Master Card', 'Visa']","['Business Meetings', 'City View', 'Private Functions']",['English']
43,https://eatigo.com/sg/singapore/en/r/seedling-cafe-5007367,Seedling Cafe,4 Stars,"['20 Maxwell Road, #01-11, Singapore 069113']","['WiFi', 'parking (chargeable)', 'Air Conditioning']","['Cash Only', 'NETS']","['Casual Dining', 'Business Meetings', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
44,https://eatigo.com/sg/singapore/en/r/senor-taco-3461,Senor Taco,3.8 Stars,"['3A, River Valley Road, #01- 07A, Singapore 179020']","['parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'After Work Drinks', 'Al Fresco']","['English', 'Chinese']"
45,https://eatigo.com/sg/singapore/en/r/seorae-korean-charcoal-bbq-jem-2659,Seorae Korean Charcoal BBQ @ JEM,4.4 Stars,"['Jem, #B1-10, 50 Jurong Gateway Road Singapore 608549']","['WiFi', 'parking (chargeable)', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly', 'Kids Friendly']",['English']
46,https://eatigo.com/sg/singapore/en/r/seorae-korean-charcoal-bbq-plaza-singapura-2083,Seorae Korean Charcoal BBQ @ Plaza Singapura,4.2 Stars,"['68 Orchard Road, #02-01, Plaza Singapura, Singapore 238839']","['parking (chargeable)', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Family Friendly', 'Kids Friendly']","['English', 'Chinese']"
47,https://eatigo.com/sg/singapore/en/r/seoul-yummy-junction-8-2433,Seoul Yummy @ Junction 8,3.9 Stars,"['9 Bishan Place, Junction 8 #01-40, 579837']","['Accept Credit Cards', 'parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'Diners', 'NETS']","['Casual Dining', 'Family Friendly', 'Large Parties (>12)']","['English', 'Chinese']"
48,https://eatigo.com/sg/singapore/en/r/seoul-yummy-singpost-centre-2846,Seoul Yummy @ SingPost Centre,4.1 Stars,"['10, Eunos Road 8, SingPost Centre, #01-139, Singapore 408600']","['Accept Credit Cards', 'parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'Diners', 'NETS']","['Casual Dining', 'Family Friendly', 'Large Parties (>12)']",['English']
49,https://eatigo.com/sg/singapore/en/r/seoul-yummy-square-2-2848,Seoul Yummy @ Square 2,3.9 Stars,"['10 Sinaran Drive #03-68, Singapore 307506']","['Accept Credit Cards', 'parking (chargeable)', 'Air Conditioning']","['American Express', 'Master Card', 'Visa', 'Diners', 'NETS']","['Casual Dining', 'Family Friendly', 'Large Parties (>12)']",['English']
