,link,name,rating,address,services,payment,atmosphere,spoken_lang
34,https://eatigo.com/sg/singapore/en/r/mk-levure-naturelle-kallang-wave-mall-5005856,MK Levure Naturelle @ Kallang Wave Mall,3.7 Stars,"['1 Stadium Place, #01-30 , Singapore 397628']","['Child Friendly', 'parking (chargeable)', 'Air Conditioning']",['NETS'],"['Family Friendly', 'Hearty Breakfast', 'Kids Friendly']","['English', 'Chinese']"
35,https://eatigo.com/sg/singapore/en/r/mk-levure-naturelle-one-north-5005876,MK Levure Naturelle @ One North,4.2 Stars,"['1 Fusionopolis Way, #B2-01, Singapore 138632']","['Child Friendly', 'parking (chargeable)', 'Air Conditioning']",['NETS'],"['Family Friendly', 'desserts', 'Kids Friendly']","['English', 'Chinese']"
36,https://eatigo.com/sg/singapore/en/r/mk-levure-naturelle-raffles-place-5005859,MK Levure Naturelle @ Raffles Place,2.9 Stars,"['5 Raffles Place, Raffles Place MRT, #B1–23, Singapore 048618']","['Child Friendly', 'parking (chargeable)', 'Air Conditioning']",['NETS'],"['Family Friendly', 'Hearty Breakfast', 'Kids Friendly']","['English', 'Chinese']"
37,https://eatigo.com/sg/singapore/en/r/mk-levure-naturelle-tanjong-pagar-5005860,MK Levure Naturelle @ Tanjong Pagar,3.3 Stars,"['120 Maxwell Road, Tanjong Pagar MRT Station, #B1-33/34, Singapore 069119']","['Child Friendly', 'parking (chargeable)', 'Air Conditioning']",['NETS'],"['Family Friendly', 'Hearty Breakfast', 'Kids Friendly']","['English', 'Chinese']"
38,https://eatigo.com/sg/singapore/en/r/moa-tiki-bar-grill-changi-city-point-5000171,Moa Tiki Bar & Grill @ Changi City Point,4.1 Stars,"['5 Changi Business Park Central 1, #01-70/71 Changi City Point,  Singapore 486038']","['Live Band', 'parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly', 'Al Fresco', 'Kids Friendly']",['English']
39,https://eatigo.com/sg/singapore/en/r/moa-tiki-bar-grill-chijmes-5000168,Moa Tiki Bar & Grill @ Chijmes,3.9 Stars,"['30 Victoria Street, #01-31 CHIJMES, Singapore 187996']","['Live Band', 'parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa', 'NETS']","['Casual Dining', 'After Work Drinks', 'Family Friendly', 'Al Fresco']",['English']
40,https://eatigo.com/sg/singapore/en/r/modesto-s-the-elizabeth-hotel-1368,Modesto's @ The Elizabeth Hotel,4.1 Stars,"['24 Mount Elizabeth, #01-05, Singapore 228518']",['WiFi'],"['American Express', 'Master Card', 'Visa']","['Casual Dining', 'After Work Drinks', 'Family Friendly']",['English']
41,https://eatigo.com/sg/singapore/en/r/modestos-orchard-rendezvous-hotel-1365,Modestos @ Orchard Rendezvous Hotel,4.3 Stars,"['1 Tanglin Road, #01-09/10, Orchard Parade Hotel, Singapore 247905']",['WiFi'],"['American Express', 'Master Card', 'Visa']","['Casual Dining', 'After Work Drinks', 'Family Friendly']",['English']
42,https://eatigo.com/sg/singapore/en/r/morettino-cafe-5000060,Morettino Café,4 Stars,"['#01-04, 100AM, 100 Tras Street,']","['WiFi', 'Air Conditioning']","['Master Card', 'Visa', 'Wallet', 'NETS']","['Casual Dining', 'Business Meetings', 'After Work Drinks']",['English']
43,https://eatigo.com/sg/singapore/en/r/morganfield-s-orchard-central-3139,Morganfield's @ Orchard Central,4.4 Stars,['181 Orchard Road #11-03/04 Orchard Central Singapore 238896'],"['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'Business Meetings', 'After Work Drinks']",['English']
44,https://eatigo.com/sg/singapore/en/r/morganfield-s-suntec-city-3138,Morganfield's @ Suntec City,4.5 Stars,['3 Temasek Boulevard #01-645/646 Suntec City Singapore 038983'],"['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'Business Meetings', 'After Work Drinks']",['English']
45,https://eatigo.com/sg/singapore/en/r/morganfield-s-the-star-vista-3137,Morganfield's @ The Star Vista,4.3 Stars,"['The Star Vista, 1 Vista Exchange Green, #02-23, Singapore 138617']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'After Work Drinks']",['English']
46,https://eatigo.com/sg/singapore/en/r/morganfield-s-vivocity-3135,Morganfield's @ Vivocity,4.2 Stars,"['1 Harbourfront Walk #01-51A VivoCity, Singapore 098585']","['parking (chargeable)', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'After Work Drinks']",['English']
47,https://eatigo.com/sg/singapore/en/r/mouth-restaurant-Di-Mao-Guan-maxwell-road-5005183,Mouth Restaurant 地茂馆 @ Maxwell Road,4.1 Stars,"['38 Maxwell Rd, #01-01 Air View Building, Singapore 069116']","['WiFi', 'Air Conditioning', 'Wheelchair Access']","['American Express', 'Master Card', 'Visa']","['Casual Dining', 'Business Meetings', 'Family Friendly', 'Large Parties (>12)']","['English', 'Chinese']"
48,https://eatigo.com/sg/singapore/en/r/my-kitchen-5007638,My Kitchen,4 Stars,"['308 Tanjong Katong Road, Singapore 437091']","['Accept Credit Cards', 'WiFi', 'Air Conditioning']","['Master Card', 'Visa', 'NETS']","['Casual Dining', 'Friendly', 'Relaxed']","['English', 'Hindi']"
49,https://eatigo.com/sg/singapore/en/r/nanami-izakaya-5002049,Nanami Izakaya,4.3 Stars,"['8 Enggor Street 01-8 Enggor St, #01-04']",['Air Conditioning'],"['Cash Only', 'NETS']","['Casual Dining', 'After Work Drinks', 'Al Fresco']","['English', 'Chinese (Simplified)']"
